Set,K,E,TA,%,team,Date,Time,Site,Attendance,url
Set #1,17,7,39,.256,Clarkson,2021-10-22,19:02:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr.)

",156,https://clarksonathletics.com/boxscore.aspx?id=7986&path=vball
Set #2,12,1,18,.611,Clarkson,2021-10-22,19:02:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr.)

",156,https://clarksonathletics.com/boxscore.aspx?id=7986&path=vball
Set #3,13,4,38,.237,Clarkson,2021-10-22,19:02:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr.)

",156,https://clarksonathletics.com/boxscore.aspx?id=7986&path=vball
Set #1,4,5,36,-.028,Union (N.Y.),2021-10-22,19:02:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr.)

",156,https://clarksonathletics.com/boxscore.aspx?id=7986&path=vball
Set #2,4,5,20,-.050,Union (N.Y.),2021-10-22,19:02:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr.)

",156,https://clarksonathletics.com/boxscore.aspx?id=7986&path=vball
Set #3,10,6,38,.105,Union (N.Y.),2021-10-22,19:02:00,"                 Schenectady, N.Y. (Viniar Athletic Ctr.)

",156,https://clarksonathletics.com/boxscore.aspx?id=7986&path=vball
Set #1,16,3,27,.481,Clarkson,2021-10-23,14:04:00,"                 Saratoga Springs, NY (Williamson Center)

",90,https://clarksonathletics.com/boxscore.aspx?id=7987&path=vball
Set #2,8,1,18,.389,Clarkson,2021-10-23,14:04:00,"                 Saratoga Springs, NY (Williamson Center)

",90,https://clarksonathletics.com/boxscore.aspx?id=7987&path=vball
Set #3,9,8,35,.029,Clarkson,2021-10-23,14:04:00,"                 Saratoga Springs, NY (Williamson Center)

",90,https://clarksonathletics.com/boxscore.aspx?id=7987&path=vball
Set #4,13,6,28,.250,Clarkson,2021-10-23,14:04:00,"                 Saratoga Springs, NY (Williamson Center)

",90,https://clarksonathletics.com/boxscore.aspx?id=7987&path=vball
Set #1,11,3,33,.242,Skidmore,2021-10-23,14:04:00,"                 Saratoga Springs, NY (Williamson Center)

",90,https://clarksonathletics.com/boxscore.aspx?id=7987&path=vball
Set #2,3,7,25,-.160,Skidmore,2021-10-23,14:04:00,"                 Saratoga Springs, NY (Williamson Center)

",90,https://clarksonathletics.com/boxscore.aspx?id=7987&path=vball
Set #3,12,5,34,.206,Skidmore,2021-10-23,14:04:00,"                 Saratoga Springs, NY (Williamson Center)

",90,https://clarksonathletics.com/boxscore.aspx?id=7987&path=vball
Set #4,4,7,25,-.120,Skidmore,2021-10-23,14:04:00,"                 Saratoga Springs, NY (Williamson Center)

",90,https://clarksonathletics.com/boxscore.aspx?id=7987&path=vball
Set #1,14,11,55,0.055,SUNY Cortland,2021-10-29,19:07:00,"                 Potsdam, NY (Alumni Gymnasium)

",100,https://clarksonathletics.com/boxscore.aspx?id=7988&path=vball
Set #2,12,6,41,0.146,SUNY Cortland,2021-10-29,19:07:00,"                 Potsdam, NY (Alumni Gymnasium)

",100,https://clarksonathletics.com/boxscore.aspx?id=7988&path=vball
Set #3,12,6,47,0.128,SUNY Cortland,2021-10-29,19:07:00,"                 Potsdam, NY (Alumni Gymnasium)

",100,https://clarksonathletics.com/boxscore.aspx?id=7988&path=vball
Set #4,10,3,38,0.184,SUNY Cortland,2021-10-29,19:07:00,"                 Potsdam, NY (Alumni Gymnasium)

",100,https://clarksonathletics.com/boxscore.aspx?id=7988&path=vball
Set #5,8,3,25,0.2,SUNY Cortland,2021-10-29,19:07:00,"                 Potsdam, NY (Alumni Gymnasium)

",100,https://clarksonathletics.com/boxscore.aspx?id=7988&path=vball
Set #1,13,12,63,0.016,Clarkson,2021-10-29,19:07:00,"                 Potsdam, NY (Alumni Gymnasium)

",100,https://clarksonathletics.com/boxscore.aspx?id=7988&path=vball
Set #2,12,1,35,0.314,Clarkson,2021-10-29,19:07:00,"                 Potsdam, NY (Alumni Gymnasium)

",100,https://clarksonathletics.com/boxscore.aspx?id=7988&path=vball
Set #3,15,4,45,0.244,Clarkson,2021-10-29,19:07:00,"                 Potsdam, NY (Alumni Gymnasium)

",100,https://clarksonathletics.com/boxscore.aspx?id=7988&path=vball
Set #4,12,9,39,0.077,Clarkson,2021-10-29,19:07:00,"                 Potsdam, NY (Alumni Gymnasium)

",100,https://clarksonathletics.com/boxscore.aspx?id=7988&path=vball
Set #5,4,7,23,-0.13,Clarkson,2021-10-29,19:07:00,"                 Potsdam, NY (Alumni Gymnasium)

",100,https://clarksonathletics.com/boxscore.aspx?id=7988&path=vball
Set #1,5,8,24,-0.125,Keuka,2021-10-30,13:37:00,"                 Potsdam, NY (Alumni Gymnasium)

",150,https://clarksonathletics.com/boxscore.aspx?id=7989&path=vball
Set #2,12,4,37,0.216,Keuka,2021-10-30,13:37:00,"                 Potsdam, NY (Alumni Gymnasium)

",150,https://clarksonathletics.com/boxscore.aspx?id=7989&path=vball
Set #3,5,6,28,-0.036,Keuka,2021-10-30,13:37:00,"                 Potsdam, NY (Alumni Gymnasium)

",150,https://clarksonathletics.com/boxscore.aspx?id=7989&path=vball
Set #1,13,5,38,0.211,Clarkson,2021-10-30,13:37:00,"                 Potsdam, NY (Alumni Gymnasium)

",150,https://clarksonathletics.com/boxscore.aspx?id=7989&path=vball
Set #2,11,5,40,0.15,Clarkson,2021-10-30,13:37:00,"                 Potsdam, NY (Alumni Gymnasium)

",150,https://clarksonathletics.com/boxscore.aspx?id=7989&path=vball
Set #3,17,1,25,0.64,Clarkson,2021-10-30,13:37:00,"                 Potsdam, NY (Alumni Gymnasium)

",150,https://clarksonathletics.com/boxscore.aspx?id=7989&path=vball
Set #1,10,7,41,0.073,Clarkson,2021-11-05,18:48:00,"                 Rochester, NY (Clark Memorial Gymnasium)

",350,https://clarksonathletics.com/boxscore.aspx?id=8180&path=vball
Set #2,11,4,42,0.167,Clarkson,2021-11-05,18:48:00,"                 Rochester, NY (Clark Memorial Gymnasium)

",350,https://clarksonathletics.com/boxscore.aspx?id=8180&path=vball
Set #3,18,6,45,0.267,Clarkson,2021-11-05,18:48:00,"                 Rochester, NY (Clark Memorial Gymnasium)

",350,https://clarksonathletics.com/boxscore.aspx?id=8180&path=vball
Set #4,17,3,46,0.304,Clarkson,2021-11-05,18:48:00,"                 Rochester, NY (Clark Memorial Gymnasium)

",350,https://clarksonathletics.com/boxscore.aspx?id=8180&path=vball
Set #1,11,4,31,0.226,Ithaca,2021-11-05,18:48:00,"                 Rochester, NY (Clark Memorial Gymnasium)

",350,https://clarksonathletics.com/boxscore.aspx?id=8180&path=vball
Set #2,14,6,42,0.19,Ithaca,2021-11-05,18:48:00,"                 Rochester, NY (Clark Memorial Gymnasium)

",350,https://clarksonathletics.com/boxscore.aspx?id=8180&path=vball
Set #3,15,6,43,0.209,Ithaca,2021-11-05,18:48:00,"                 Rochester, NY (Clark Memorial Gymnasium)

",350,https://clarksonathletics.com/boxscore.aspx?id=8180&path=vball
Set #4,15,5,50,0.2,Ithaca,2021-11-05,18:48:00,"                 Rochester, NY (Clark Memorial Gymnasium)

",350,https://clarksonathletics.com/boxscore.aspx?id=8180&path=vball
Set #1,12,8,37,0.108,St. Lawrence,2021-11-06,14:02:00,"                 Rochester, NY (Clark Memorial Gymnasium)

",75,https://clarksonathletics.com/boxscore.aspx?id=8181&path=vball
Set #2,14,4,43,0.233,St. Lawrence,2021-11-06,14:02:00,"                 Rochester, NY (Clark Memorial Gymnasium)

",75,https://clarksonathletics.com/boxscore.aspx?id=8181&path=vball
Set #3,9,5,35,0.114,St. Lawrence,2021-11-06,14:02:00,"                 Rochester, NY (Clark Memorial Gymnasium)

",75,https://clarksonathletics.com/boxscore.aspx?id=8181&path=vball
Set #1,13,3,29,0.345,Clarkson,2021-11-06,14:02:00,"                 Rochester, NY (Clark Memorial Gymnasium)

",75,https://clarksonathletics.com/boxscore.aspx?id=8181&path=vball
Set #2,15,7,44,0.182,Clarkson,2021-11-06,14:02:00,"                 Rochester, NY (Clark Memorial Gymnasium)

",75,https://clarksonathletics.com/boxscore.aspx?id=8181&path=vball
Set #3,14,1,31,0.419,Clarkson,2021-11-06,14:02:00,"                 Rochester, NY (Clark Memorial Gymnasium)

",75,https://clarksonathletics.com/boxscore.aspx?id=8181&path=vball
Set #1,11,9,36,0.056,Stevenson,2021-11-12,15:06:00,"                 Hoboken, NJ (Canavan Arena)

",94,https://clarksonathletics.com/boxscore.aspx?id=8182&path=vball
Set #2,14,5,40,0.225,Stevenson,2021-11-12,15:06:00,"                 Hoboken, NJ (Canavan Arena)

",94,https://clarksonathletics.com/boxscore.aspx?id=8182&path=vball
Set #3,7,6,31,0.032,Stevenson,2021-11-12,15:06:00,"                 Hoboken, NJ (Canavan Arena)

",94,https://clarksonathletics.com/boxscore.aspx?id=8182&path=vball
Set #4,11,7,37,0.108,Stevenson,2021-11-12,15:06:00,"                 Hoboken, NJ (Canavan Arena)

",94,https://clarksonathletics.com/boxscore.aspx?id=8182&path=vball
Set #1,13,2,30,0.367,Clarkson,2021-11-12,15:06:00,"                 Hoboken, NJ (Canavan Arena)

",94,https://clarksonathletics.com/boxscore.aspx?id=8182&path=vball
Set #2,13,8,40,0.125,Clarkson,2021-11-12,15:06:00,"                 Hoboken, NJ (Canavan Arena)

",94,https://clarksonathletics.com/boxscore.aspx?id=8182&path=vball
Set #3,13,4,31,0.29,Clarkson,2021-11-12,15:06:00,"                 Hoboken, NJ (Canavan Arena)

",94,https://clarksonathletics.com/boxscore.aspx?id=8182&path=vball
Set #4,17,6,40,0.275,Clarkson,2021-11-12,15:06:00,"                 Hoboken, NJ (Canavan Arena)

",94,https://clarksonathletics.com/boxscore.aspx?id=8182&path=vball
Set #1,14,7,36,0.194,Clarkson,2021-11-13,14:38:00,"                 Hoboken, NJ (Canavan Arena)

",100,https://clarksonathletics.com/boxscore.aspx?id=8199&path=vball
Set #2,12,5,42,0.167,Clarkson,2021-11-13,14:38:00,"                 Hoboken, NJ (Canavan Arena)

",100,https://clarksonathletics.com/boxscore.aspx?id=8199&path=vball
Set #3,11,7,38,0.105,Clarkson,2021-11-13,14:38:00,"                 Hoboken, NJ (Canavan Arena)

",100,https://clarksonathletics.com/boxscore.aspx?id=8199&path=vball
Set #1,12,5,38,0.184,NYU,2021-11-13,14:38:00,"                 Hoboken, NJ (Canavan Arena)

",100,https://clarksonathletics.com/boxscore.aspx?id=8199&path=vball
Set #2,19,5,45,0.311,NYU,2021-11-13,14:38:00,"                 Hoboken, NJ (Canavan Arena)

",100,https://clarksonathletics.com/boxscore.aspx?id=8199&path=vball
Set #3,15,7,43,0.186,NYU,2021-11-13,14:38:00,"                 Hoboken, NJ (Canavan Arena)

",100,https://clarksonathletics.com/boxscore.aspx?id=8199&path=vball
Set #1,12,6,50,0.12,St. John Fisher,2021-09-03,14:08:00,"                 Ithaca, NY (Ben Light Gymnasium)

",277,https://athletics.ithaca.edu/boxscore.aspx?id=16447&path=wvball
Set #2,10,3,27,0.259,St. John Fisher,2021-09-03,14:08:00,"                 Ithaca, NY (Ben Light Gymnasium)

",277,https://athletics.ithaca.edu/boxscore.aspx?id=16447&path=wvball
Set #3,15,9,44,0.136,St. John Fisher,2021-09-03,14:08:00,"                 Ithaca, NY (Ben Light Gymnasium)

",277,https://athletics.ithaca.edu/boxscore.aspx?id=16447&path=wvball
Set #4,9,2,39,0.179,St. John Fisher,2021-09-03,14:08:00,"                 Ithaca, NY (Ben Light Gymnasium)

",277,https://athletics.ithaca.edu/boxscore.aspx?id=16447&path=wvball
Set #5,11,1,24,0.417,St. John Fisher,2021-09-03,14:08:00,"                 Ithaca, NY (Ben Light Gymnasium)

",277,https://athletics.ithaca.edu/boxscore.aspx?id=16447&path=wvball
Set #1,17,8,50,0.18,Ithaca,2021-09-03,14:08:00,"                 Ithaca, NY (Ben Light Gymnasium)

",277,https://athletics.ithaca.edu/boxscore.aspx?id=16447&path=wvball
Set #2,5,3,31,0.065,Ithaca,2021-09-03,14:08:00,"                 Ithaca, NY (Ben Light Gymnasium)

",277,https://athletics.ithaca.edu/boxscore.aspx?id=16447&path=wvball
Set #3,11,3,36,0.222,Ithaca,2021-09-03,14:08:00,"                 Ithaca, NY (Ben Light Gymnasium)

",277,https://athletics.ithaca.edu/boxscore.aspx?id=16447&path=wvball
Set #4,15,1,37,0.378,Ithaca,2021-09-03,14:08:00,"                 Ithaca, NY (Ben Light Gymnasium)

",277,https://athletics.ithaca.edu/boxscore.aspx?id=16447&path=wvball
Set #5,8,2,25,0.24,Ithaca,2021-09-03,14:08:00,"                 Ithaca, NY (Ben Light Gymnasium)

",277,https://athletics.ithaca.edu/boxscore.aspx?id=16447&path=wvball
Set #1,11,2,30,0.3,Juniata,2021-09-03,19:14:00,"                 Ithaca, NY (Ben Light Gymnasium)

",105,https://athletics.ithaca.edu/boxscore.aspx?id=16449&path=wvball
Set #2,17,3,33,0.424,Juniata,2021-09-03,19:14:00,"                 Ithaca, NY (Ben Light Gymnasium)

",105,https://athletics.ithaca.edu/boxscore.aspx?id=16449&path=wvball
Set #3,12,9,48,0.063,Juniata,2021-09-03,19:14:00,"                 Ithaca, NY (Ben Light Gymnasium)

",105,https://athletics.ithaca.edu/boxscore.aspx?id=16449&path=wvball
Set #4,12,3,30,0.3,Juniata,2021-09-03,19:14:00,"                 Ithaca, NY (Ben Light Gymnasium)

",105,https://athletics.ithaca.edu/boxscore.aspx?id=16449&path=wvball
Set #1,8,7,34,0.029,Ithaca,2021-09-03,19:14:00,"                 Ithaca, NY (Ben Light Gymnasium)

",105,https://athletics.ithaca.edu/boxscore.aspx?id=16449&path=wvball
Set #2,7,2,27,0.185,Ithaca,2021-09-03,19:14:00,"                 Ithaca, NY (Ben Light Gymnasium)

",105,https://athletics.ithaca.edu/boxscore.aspx?id=16449&path=wvball
Set #3,12,3,40,0.225,Ithaca,2021-09-03,19:14:00,"                 Ithaca, NY (Ben Light Gymnasium)

",105,https://athletics.ithaca.edu/boxscore.aspx?id=16449&path=wvball
Set #4,6,8,33,-0.061,Ithaca,2021-09-03,19:14:00,"                 Ithaca, NY (Ben Light Gymnasium)

",105,https://athletics.ithaca.edu/boxscore.aspx?id=16449&path=wvball
Set #1,15,3,35,0.343,Johns Hopkins,2021-09-04,15:57:00,"                 Ithaca, NY (Ben Light Gymnasium)

",95,https://athletics.ithaca.edu/boxscore.aspx?id=16452&path=wvball
Set #2,13,9,37,0.108,Johns Hopkins,2021-09-04,15:57:00,"                 Ithaca, NY (Ben Light Gymnasium)

",95,https://athletics.ithaca.edu/boxscore.aspx?id=16452&path=wvball
Set #3,15,9,48,0.125,Johns Hopkins,2021-09-04,15:57:00,"                 Ithaca, NY (Ben Light Gymnasium)

",95,https://athletics.ithaca.edu/boxscore.aspx?id=16452&path=wvball
Set #1,13,7,38,0.158,Ithaca,2021-09-04,15:57:00,"                 Ithaca, NY (Ben Light Gymnasium)

",95,https://athletics.ithaca.edu/boxscore.aspx?id=16452&path=wvball
Set #2,9,6,38,0.079,Ithaca,2021-09-04,15:57:00,"                 Ithaca, NY (Ben Light Gymnasium)

",95,https://athletics.ithaca.edu/boxscore.aspx?id=16452&path=wvball
Set #3,11,8,52,0.058,Ithaca,2021-09-04,15:57:00,"                 Ithaca, NY (Ben Light Gymnasium)

",95,https://athletics.ithaca.edu/boxscore.aspx?id=16452&path=wvball
Set #1,12,3,35,0.257,Ithaca,2021-09-08,19:05:00,"                 Scranton, PA (John Long Center)

",78,https://athletics.ithaca.edu/boxscore.aspx?id=16453&path=wvball
Set #2,15,4,46,0.239,Ithaca,2021-09-08,19:05:00,"                 Scranton, PA (John Long Center)

",78,https://athletics.ithaca.edu/boxscore.aspx?id=16453&path=wvball
Set #3,10,5,41,0.122,Ithaca,2021-09-08,19:05:00,"                 Scranton, PA (John Long Center)

",78,https://athletics.ithaca.edu/boxscore.aspx?id=16453&path=wvball
Set #4,9,6,31,0.097,Ithaca,2021-09-08,19:05:00,"                 Scranton, PA (John Long Center)

",78,https://athletics.ithaca.edu/boxscore.aspx?id=16453&path=wvball
Set #5,7,5,21,0.095,Ithaca,2021-09-08,19:05:00,"                 Scranton, PA (John Long Center)

",78,https://athletics.ithaca.edu/boxscore.aspx?id=16453&path=wvball
Set #1,12,6,41,0.146,Scranton,2021-09-08,19:05:00,"                 Scranton, PA (John Long Center)

",78,https://athletics.ithaca.edu/boxscore.aspx?id=16453&path=wvball
Set #2,14,6,45,0.178,Scranton,2021-09-08,19:05:00,"                 Scranton, PA (John Long Center)

",78,https://athletics.ithaca.edu/boxscore.aspx?id=16453&path=wvball
Set #3,12,3,32,0.281,Scranton,2021-09-08,19:05:00,"                 Scranton, PA (John Long Center)

",78,https://athletics.ithaca.edu/boxscore.aspx?id=16453&path=wvball
Set #4,9,4,28,0.179,Scranton,2021-09-08,19:05:00,"                 Scranton, PA (John Long Center)

",78,https://athletics.ithaca.edu/boxscore.aspx?id=16453&path=wvball
Set #5,4,2,22,0.091,Scranton,2021-09-08,19:05:00,"                 Scranton, PA (John Long Center)

",78,https://athletics.ithaca.edu/boxscore.aspx?id=16453&path=wvball
Set #1,9,3,26,.231,Ithaca College,2021-09-10,19:30:00,"                 Brockport, NY (Vlogianitis Gym)

",37,https://athletics.ithaca.edu/boxscore.aspx?id=16455&path=wvball
Set #2,16,2,33,.424,Ithaca College,2021-09-10,19:30:00,"                 Brockport, NY (Vlogianitis Gym)

",37,https://athletics.ithaca.edu/boxscore.aspx?id=16455&path=wvball
Set #3,18,2,30,.533,Ithaca College,2021-09-10,19:30:00,"                 Brockport, NY (Vlogianitis Gym)

",37,https://athletics.ithaca.edu/boxscore.aspx?id=16455&path=wvball
Set #1,11,8,38,.079,Nazareth College,2021-09-10,19:30:00,"                 Brockport, NY (Vlogianitis Gym)

",37,https://athletics.ithaca.edu/boxscore.aspx?id=16455&path=wvball
Set #2,11,4,37,.189,Nazareth College,2021-09-10,19:30:00,"                 Brockport, NY (Vlogianitis Gym)

",37,https://athletics.ithaca.edu/boxscore.aspx?id=16455&path=wvball
Set #3,6,3,28,.107,Nazareth College,2021-09-10,19:30:00,"                 Brockport, NY (Vlogianitis Gym)

",37,https://athletics.ithaca.edu/boxscore.aspx?id=16455&path=wvball
Set #1,10,7,36,0.083,Rochester (NY),2021-09-11,11:03:00,"                 Brockport, NY (Jim and John Vlogianitis Gym)

",48,https://athletics.ithaca.edu/boxscore.aspx?id=16456&path=wvball
Set #2,7,5,45,0.044,Rochester (NY),2021-09-11,11:03:00,"                 Brockport, NY (Jim and John Vlogianitis Gym)

",48,https://athletics.ithaca.edu/boxscore.aspx?id=16456&path=wvball
Set #3,4,9,27,-0.185,Rochester (NY),2021-09-11,11:03:00,"                 Brockport, NY (Jim and John Vlogianitis Gym)

",48,https://athletics.ithaca.edu/boxscore.aspx?id=16456&path=wvball
Set #1,13,6,28,0.25,Ithaca,2021-09-11,11:03:00,"                 Brockport, NY (Jim and John Vlogianitis Gym)

",48,https://athletics.ithaca.edu/boxscore.aspx?id=16456&path=wvball
Set #2,17,4,34,0.382,Ithaca,2021-09-11,11:03:00,"                 Brockport, NY (Jim and John Vlogianitis Gym)

",48,https://athletics.ithaca.edu/boxscore.aspx?id=16456&path=wvball
Set #3,8,2,22,0.273,Ithaca,2021-09-11,11:03:00,"                 Brockport, NY (Jim and John Vlogianitis Gym)

",48,https://athletics.ithaca.edu/boxscore.aspx?id=16456&path=wvball
Set #1,13,9,40,0.1,Ithaca,2021-09-11,13:30:00,"                 Brockport, NY (Jim and John Vlogianitis Gym)

",108,https://athletics.ithaca.edu/boxscore.aspx?id=16454&path=wvball
Set #2,13,7,51,0.118,Ithaca,2021-09-11,13:30:00,"                 Brockport, NY (Jim and John Vlogianitis Gym)

",108,https://athletics.ithaca.edu/boxscore.aspx?id=16454&path=wvball
Set #3,8,9,30,-0.033,Ithaca,2021-09-11,13:30:00,"                 Brockport, NY (Jim and John Vlogianitis Gym)

",108,https://athletics.ithaca.edu/boxscore.aspx?id=16454&path=wvball
Set #4,13,5,42,0.19,Ithaca,2021-09-11,13:30:00,"                 Brockport, NY (Jim and John Vlogianitis Gym)

",108,https://athletics.ithaca.edu/boxscore.aspx?id=16454&path=wvball
