School,Abbrev. Name,h_a,set,points,Date,Time,Site,Attendance,url
"Babson College
                                     ",       BAB,Home,1,17,2017-11-12,13:00:00,"                 Potsdam, N.Y. (Alumni Gymnasium)

",176,https://athletics.ithaca.edu/boxscore.aspx?id=8961&path=wvball
"Babson College
                                     ",       BAB,Home,2,25,2017-11-12,13:00:00,"                 Potsdam, N.Y. (Alumni Gymnasium)

",176,https://athletics.ithaca.edu/boxscore.aspx?id=8961&path=wvball
"Babson College
                                     ",       BAB,Home,3,20,2017-11-12,13:00:00,"                 Potsdam, N.Y. (Alumni Gymnasium)

",176,https://athletics.ithaca.edu/boxscore.aspx?id=8961&path=wvball
"Babson College
                                     ",       BAB,Home,4,15,2017-11-12,13:00:00,"                 Potsdam, N.Y. (Alumni Gymnasium)

",176,https://athletics.ithaca.edu/boxscore.aspx?id=8961&path=wvball
"Ithaca
                                        ",    ITHACA,Away,1,25,2017-11-12,13:00:00,"                 Potsdam, N.Y. (Alumni Gymnasium)

",176,https://athletics.ithaca.edu/boxscore.aspx?id=8961&path=wvball
"Ithaca
                                        ",    ITHACA,Away,2,23,2017-11-12,13:00:00,"                 Potsdam, N.Y. (Alumni Gymnasium)

",176,https://athletics.ithaca.edu/boxscore.aspx?id=8961&path=wvball
"Ithaca
                                        ",    ITHACA,Away,3,25,2017-11-12,13:00:00,"                 Potsdam, N.Y. (Alumni Gymnasium)

",176,https://athletics.ithaca.edu/boxscore.aspx?id=8961&path=wvball
"Ithaca
                                        ",    ITHACA,Away,4,25,2017-11-12,13:00:00,"                 Potsdam, N.Y. (Alumni Gymnasium)

",176,https://athletics.ithaca.edu/boxscore.aspx?id=8961&path=wvball
"Ithaca
                                        ",    ITHACA,Home,1,13,2017-11-16,12:30:00,"                 Grand Rapids, Mich. (Van Noord Arena)

",225,https://athletics.ithaca.edu/boxscore.aspx?id=8586&path=wvball
"Ithaca
                                        ",    ITHACA,Home,2,25,2017-11-16,12:30:00,"                 Grand Rapids, Mich. (Van Noord Arena)

",225,https://athletics.ithaca.edu/boxscore.aspx?id=8586&path=wvball
"Ithaca
                                        ",    ITHACA,Home,3,26,2017-11-16,12:30:00,"                 Grand Rapids, Mich. (Van Noord Arena)

",225,https://athletics.ithaca.edu/boxscore.aspx?id=8586&path=wvball
"Ithaca
                                        ",    ITHACA,Home,4,28,2017-11-16,12:30:00,"                 Grand Rapids, Mich. (Van Noord Arena)

",225,https://athletics.ithaca.edu/boxscore.aspx?id=8586&path=wvball
"Emory University
                                    ",        EU,Away,1,25,2017-11-16,12:30:00,"                 Grand Rapids, Mich. (Van Noord Arena)

",225,https://athletics.ithaca.edu/boxscore.aspx?id=8586&path=wvball
"Emory University
                                    ",        EU,Away,2,17,2017-11-16,12:30:00,"                 Grand Rapids, Mich. (Van Noord Arena)

",225,https://athletics.ithaca.edu/boxscore.aspx?id=8586&path=wvball
"Emory University
                                    ",        EU,Away,3,24,2017-11-16,12:30:00,"                 Grand Rapids, Mich. (Van Noord Arena)

",225,https://athletics.ithaca.edu/boxscore.aspx?id=8586&path=wvball
"Emory University
                                    ",        EU,Away,4,26,2017-11-16,12:30:00,"                 Grand Rapids, Mich. (Van Noord Arena)

",225,https://athletics.ithaca.edu/boxscore.aspx?id=8586&path=wvball
"Ithaca
                                        ",    ITHACA,Home,1,23,2017-11-17,17:00:00,"                 Grand Rapids, Mich. (Van Noord Arena)

",645,https://athletics.ithaca.edu/boxscore.aspx?id=8965&path=wvball
"Ithaca
                                        ",    ITHACA,Home,2,25,2017-11-17,17:00:00,"                 Grand Rapids, Mich. (Van Noord Arena)

",645,https://athletics.ithaca.edu/boxscore.aspx?id=8965&path=wvball
"Ithaca
                                        ",    ITHACA,Home,3,21,2017-11-17,17:00:00,"                 Grand Rapids, Mich. (Van Noord Arena)

",645,https://athletics.ithaca.edu/boxscore.aspx?id=8965&path=wvball
"Ithaca
                                        ",    ITHACA,Home,4,18,2017-11-17,17:00:00,"                 Grand Rapids, Mich. (Van Noord Arena)

",645,https://athletics.ithaca.edu/boxscore.aspx?id=8965&path=wvball
"CMS
                                     ",       CMS,Away,1,25,2017-11-17,17:00:00,"                 Grand Rapids, Mich. (Van Noord Arena)

",645,https://athletics.ithaca.edu/boxscore.aspx?id=8965&path=wvball
"CMS
                                     ",       CMS,Away,2,23,2017-11-17,17:00:00,"                 Grand Rapids, Mich. (Van Noord Arena)

",645,https://athletics.ithaca.edu/boxscore.aspx?id=8965&path=wvball
"CMS
                                     ",       CMS,Away,3,25,2017-11-17,17:00:00,"                 Grand Rapids, Mich. (Van Noord Arena)

",645,https://athletics.ithaca.edu/boxscore.aspx?id=8965&path=wvball
"CMS
                                     ",       CMS,Away,4,25,2017-11-17,17:00:00,"                 Grand Rapids, Mich. (Van Noord Arena)

",645,https://athletics.ithaca.edu/boxscore.aspx?id=8965&path=wvball
"Mount Saint Mary
                                        ",    MSMC-W,Home,1,25,2017-09-02,11:00:00,"                 Waltham, Mass. ()

",0,https://smithpioneers.com/boxscore.aspx?id=7429&path=wvball
"Mount Saint Mary
                                        ",    MSMC-W,Home,2,25,2017-09-02,11:00:00,"                 Waltham, Mass. ()

",0,https://smithpioneers.com/boxscore.aspx?id=7429&path=wvball
"Mount Saint Mary
                                        ",    MSMC-W,Home,3,10,2017-09-02,11:00:00,"                 Waltham, Mass. ()

",0,https://smithpioneers.com/boxscore.aspx?id=7429&path=wvball
"Mount Saint Mary
                                        ",    MSMC-W,Home,4,17,2017-09-02,11:00:00,"                 Waltham, Mass. ()

",0,https://smithpioneers.com/boxscore.aspx?id=7429&path=wvball
"Mount Saint Mary
                                        ",    MSMC-W,Home,5,10,2017-09-02,11:00:00,"                 Waltham, Mass. ()

",0,https://smithpioneers.com/boxscore.aspx?id=7429&path=wvball
"Smith
                                     ",       SMI,Away,1,20,2017-09-02,11:00:00,"                 Waltham, Mass. ()

",0,https://smithpioneers.com/boxscore.aspx?id=7429&path=wvball
"Smith
                                     ",       SMI,Away,2,14,2017-09-02,11:00:00,"                 Waltham, Mass. ()

",0,https://smithpioneers.com/boxscore.aspx?id=7429&path=wvball
"Smith
                                     ",       SMI,Away,3,25,2017-09-02,11:00:00,"                 Waltham, Mass. ()

",0,https://smithpioneers.com/boxscore.aspx?id=7429&path=wvball
"Smith
                                     ",       SMI,Away,4,25,2017-09-02,11:00:00,"                 Waltham, Mass. ()

",0,https://smithpioneers.com/boxscore.aspx?id=7429&path=wvball
"Smith
                                     ",       SMI,Away,5,15,2017-09-02,11:00:00,"                 Waltham, Mass. ()

",0,https://smithpioneers.com/boxscore.aspx?id=7429&path=wvball
"Smith
                                     ",       SMI,Home,1,16,2017-09-02,13:00:00,"                 Waltham, MA (Brandeis Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7430&path=wvball
"Smith
                                     ",       SMI,Home,2,19,2017-09-02,13:00:00,"                 Waltham, MA (Brandeis Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7430&path=wvball
"Smith
                                     ",       SMI,Home,3,18,2017-09-02,13:00:00,"                 Waltham, MA (Brandeis Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7430&path=wvball
"RICVB
                                       ",     RICVB,Away,1,25,2017-09-02,13:00:00,"                 Waltham, MA (Brandeis Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7430&path=wvball
"RICVB
                                       ",     RICVB,Away,2,25,2017-09-02,13:00:00,"                 Waltham, MA (Brandeis Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7430&path=wvball
"RICVB
                                       ",     RICVB,Away,3,25,2017-09-02,13:00:00,"                 Waltham, MA (Brandeis Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7430&path=wvball
"JSCVB17
                                         ",   JSCVB17,Home,1,9,2017-09-08,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7431&path=wvball
"JSCVB17
                                         ",   JSCVB17,Home,2,10,2017-09-08,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7431&path=wvball
"JSCVB17
                                         ",   JSCVB17,Home,3,9,2017-09-08,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7431&path=wvball
"Smith
                                     ",       SMI,Away,1,25,2017-09-08,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7431&path=wvball
"Smith
                                     ",       SMI,Away,2,25,2017-09-08,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7431&path=wvball
"Smith
                                     ",       SMI,Away,3,25,2017-09-08,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7431&path=wvball
"DEAN
                                      ",      DEAN,Home,1,9,2017-09-09,09:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",25,https://smithpioneers.com/boxscore.aspx?id=7432&path=wvball
"DEAN
                                      ",      DEAN,Home,2,18,2017-09-09,09:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",25,https://smithpioneers.com/boxscore.aspx?id=7432&path=wvball
"DEAN
                                      ",      DEAN,Home,3,11,2017-09-09,09:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",25,https://smithpioneers.com/boxscore.aspx?id=7432&path=wvball
"SMI
                                     ",       SMI,Away,1,25,2017-09-09,09:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",25,https://smithpioneers.com/boxscore.aspx?id=7432&path=wvball
"SMI
                                     ",       SMI,Away,2,25,2017-09-09,09:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",25,https://smithpioneers.com/boxscore.aspx?id=7432&path=wvball
"SMI
                                     ",       SMI,Away,3,25,2017-09-09,09:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",25,https://smithpioneers.com/boxscore.aspx?id=7432&path=wvball
"CMSV-W
                                        ",    CMSV-W,Home,1,25,2017-09-09,13:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7433&path=wvball
"CMSV-W
                                        ",    CMSV-W,Home,2,25,2017-09-09,13:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7433&path=wvball
"CMSV-W
                                        ",    CMSV-W,Home,3,16,2017-09-09,13:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7433&path=wvball
"CMSV-W
                                        ",    CMSV-W,Home,4,19,2017-09-09,13:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7433&path=wvball
"SMI
                                     ",       SMI,Away,1,27,2017-09-09,13:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7433&path=wvball
"SMI
                                     ",       SMI,Away,2,22,2017-09-09,13:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7433&path=wvball
"SMI
                                     ",       SMI,Away,3,25,2017-09-09,13:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7433&path=wvball
"SMI
                                     ",       SMI,Away,4,25,2017-09-09,13:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7433&path=wvball
"BAYPATH
                                         ",   BAYPATH,Home,1,17,2017-09-12,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",30,https://smithpioneers.com/boxscore.aspx?id=7434&path=wvball
"BAYPATH
                                         ",   BAYPATH,Home,2,16,2017-09-12,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",30,https://smithpioneers.com/boxscore.aspx?id=7434&path=wvball
"BAYPATH
                                         ",   BAYPATH,Home,3,18,2017-09-12,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",30,https://smithpioneers.com/boxscore.aspx?id=7434&path=wvball
"Smith
                                     ",       SMI,Away,1,25,2017-09-12,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",30,https://smithpioneers.com/boxscore.aspx?id=7434&path=wvball
"Smith
                                     ",       SMI,Away,2,25,2017-09-12,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",30,https://smithpioneers.com/boxscore.aspx?id=7434&path=wvball
"Smith
                                     ",       SMI,Away,3,25,2017-09-12,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",30,https://smithpioneers.com/boxscore.aspx?id=7434&path=wvball
"Smith
                                     ",       SMI,Home,1,10,2017-09-16,12:00:00,"                 Cambridge, Mass. (Rockwell Cage)

",50,https://smithpioneers.com/boxscore.aspx?id=7435&path=wvball
"Smith
                                     ",       SMI,Home,2,22,2017-09-16,12:00:00,"                 Cambridge, Mass. (Rockwell Cage)

",50,https://smithpioneers.com/boxscore.aspx?id=7435&path=wvball
"Smith
                                     ",       SMI,Home,3,18,2017-09-16,12:00:00,"                 Cambridge, Mass. (Rockwell Cage)

",50,https://smithpioneers.com/boxscore.aspx?id=7435&path=wvball
"MIT
                                     ",       MIT,Away,1,25,2017-09-16,12:00:00,"                 Cambridge, Mass. (Rockwell Cage)

",50,https://smithpioneers.com/boxscore.aspx?id=7435&path=wvball
"MIT
                                     ",       MIT,Away,2,25,2017-09-16,12:00:00,"                 Cambridge, Mass. (Rockwell Cage)

",50,https://smithpioneers.com/boxscore.aspx?id=7435&path=wvball
"MIT
                                     ",       MIT,Away,3,25,2017-09-16,12:00:00,"                 Cambridge, Mass. (Rockwell Cage)

",50,https://smithpioneers.com/boxscore.aspx?id=7435&path=wvball
"Smith
                                     ",       SMI,Home,1,23,2017-09-16,14:00:00,"                 Cambridge, Mass. (Rockwell Cage)

",50,https://smithpioneers.com/boxscore.aspx?id=7436&path=wvball
"Smith
                                     ",       SMI,Home,2,25,2017-09-16,14:00:00,"                 Cambridge, Mass. (Rockwell Cage)

",50,https://smithpioneers.com/boxscore.aspx?id=7436&path=wvball
"Smith
                                     ",       SMI,Home,3,18,2017-09-16,14:00:00,"                 Cambridge, Mass. (Rockwell Cage)

",50,https://smithpioneers.com/boxscore.aspx?id=7436&path=wvball
"Smith
                                     ",       SMI,Home,4,21,2017-09-16,14:00:00,"                 Cambridge, Mass. (Rockwell Cage)

",50,https://smithpioneers.com/boxscore.aspx?id=7436&path=wvball
"Simmons College
                                       ",     SIMVB,Away,1,25,2017-09-16,14:00:00,"                 Cambridge, Mass. (Rockwell Cage)

",50,https://smithpioneers.com/boxscore.aspx?id=7436&path=wvball
"Simmons College
                                       ",     SIMVB,Away,2,13,2017-09-16,14:00:00,"                 Cambridge, Mass. (Rockwell Cage)

",50,https://smithpioneers.com/boxscore.aspx?id=7436&path=wvball
"Simmons College
                                       ",     SIMVB,Away,3,25,2017-09-16,14:00:00,"                 Cambridge, Mass. (Rockwell Cage)

",50,https://smithpioneers.com/boxscore.aspx?id=7436&path=wvball
"Simmons College
                                       ",     SIMVB,Away,4,25,2017-09-16,14:00:00,"                 Cambridge, Mass. (Rockwell Cage)

",50,https://smithpioneers.com/boxscore.aspx?id=7436&path=wvball
"Smith
                                     ",       SMI,Home,1,23,2017-09-19,19:00:00,"                 Worcester, MA (Harrington Aud.)

",100,https://smithpioneers.com/boxscore.aspx?id=7437&path=wvball
"Smith
                                     ",       SMI,Home,2,11,2017-09-19,19:00:00,"                 Worcester, MA (Harrington Aud.)

",100,https://smithpioneers.com/boxscore.aspx?id=7437&path=wvball
"Smith
                                     ",       SMI,Home,3,11,2017-09-19,19:00:00,"                 Worcester, MA (Harrington Aud.)

",100,https://smithpioneers.com/boxscore.aspx?id=7437&path=wvball
"WPI
                                     ",       WPI,Away,1,25,2017-09-19,19:00:00,"                 Worcester, MA (Harrington Aud.)

",100,https://smithpioneers.com/boxscore.aspx?id=7437&path=wvball
"WPI
                                     ",       WPI,Away,2,25,2017-09-19,19:00:00,"                 Worcester, MA (Harrington Aud.)

",100,https://smithpioneers.com/boxscore.aspx?id=7437&path=wvball
"WPI
                                     ",       WPI,Away,3,25,2017-09-19,19:00:00,"                 Worcester, MA (Harrington Aud.)

",100,https://smithpioneers.com/boxscore.aspx?id=7437&path=wvball
"SVW
                                     ",       SVW,Home,1,10,2017-09-21,19:00:00,"                 Northampton, Mass. (Ainsworth Gymnasium)

",25,https://smithpioneers.com/boxscore.aspx?id=7438&path=wvball
"SVW
                                     ",       SVW,Home,2,10,2017-09-21,19:00:00,"                 Northampton, Mass. (Ainsworth Gymnasium)

",25,https://smithpioneers.com/boxscore.aspx?id=7438&path=wvball
"SVW
                                     ",       SVW,Home,3,15,2017-09-21,19:00:00,"                 Northampton, Mass. (Ainsworth Gymnasium)

",25,https://smithpioneers.com/boxscore.aspx?id=7438&path=wvball
"Smith
                                     ",       SMI,Away,1,25,2017-09-21,19:00:00,"                 Northampton, Mass. (Ainsworth Gymnasium)

",25,https://smithpioneers.com/boxscore.aspx?id=7438&path=wvball
"Smith
                                     ",       SMI,Away,2,25,2017-09-21,19:00:00,"                 Northampton, Mass. (Ainsworth Gymnasium)

",25,https://smithpioneers.com/boxscore.aspx?id=7438&path=wvball
"Smith
                                     ",       SMI,Away,3,25,2017-09-21,19:00:00,"                 Northampton, Mass. (Ainsworth Gymnasium)

",25,https://smithpioneers.com/boxscore.aspx?id=7438&path=wvball
"BAB
                                     ",       BAB,Home,1,25,2017-09-23,12:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7439&path=wvball
"BAB
                                     ",       BAB,Home,2,25,2017-09-23,12:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7439&path=wvball
"BAB
                                     ",       BAB,Home,3,25,2017-09-23,12:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7439&path=wvball
"Smith
                                     ",       SMI,Away,1,10,2017-09-23,12:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7439&path=wvball
"Smith
                                     ",       SMI,Away,2,11,2017-09-23,12:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7439&path=wvball
"Smith
                                     ",       SMI,Away,3,18,2017-09-23,12:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",75,https://smithpioneers.com/boxscore.aspx?id=7439&path=wvball
"FRA
                                     ",       FRA,Home,1,17,2017-09-23,16:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7457&path=wvball
"FRA
                                     ",       FRA,Home,2,20,2017-09-23,16:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7457&path=wvball
"FRA
                                     ",       FRA,Home,3,18,2017-09-23,16:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7457&path=wvball
"Smith
                                     ",       SMI,Away,1,25,2017-09-23,16:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7457&path=wvball
"Smith
                                     ",       SMI,Away,2,25,2017-09-23,16:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7457&path=wvball
"Smith
                                     ",       SMI,Away,3,25,2017-09-23,16:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",50,https://smithpioneers.com/boxscore.aspx?id=7457&path=wvball
"Smith
                                     ",       SMI,Home,1,11,2017-09-26,19:00:00,"                 Wellesley, MA (G.M.Martore'73 Court)

",100,https://smithpioneers.com/boxscore.aspx?id=7440&path=wvball
"Smith
                                     ",       SMI,Home,2,14,2017-09-26,19:00:00,"                 Wellesley, MA (G.M.Martore'73 Court)

",100,https://smithpioneers.com/boxscore.aspx?id=7440&path=wvball
"Smith
                                     ",       SMI,Home,3,16,2017-09-26,19:00:00,"                 Wellesley, MA (G.M.Martore'73 Court)

",100,https://smithpioneers.com/boxscore.aspx?id=7440&path=wvball
"Wellesley
                                     ",       WEL,Away,1,25,2017-09-26,19:00:00,"                 Wellesley, MA (G.M.Martore'73 Court)

",100,https://smithpioneers.com/boxscore.aspx?id=7440&path=wvball
"Wellesley
                                     ",       WEL,Away,2,25,2017-09-26,19:00:00,"                 Wellesley, MA (G.M.Martore'73 Court)

",100,https://smithpioneers.com/boxscore.aspx?id=7440&path=wvball
"Wellesley
                                     ",       WEL,Away,3,25,2017-09-26,19:00:00,"                 Wellesley, MA (G.M.Martore'73 Court)

",100,https://smithpioneers.com/boxscore.aspx?id=7440&path=wvball
"Smith
                                     ",       SMI,Home,1,12,2017-09-30,11:00:00,"                 Norton, Mass. (Emerson Gymnasium)

",54,https://smithpioneers.com/boxscore.aspx?id=7441&path=wvball
"Smith
                                     ",       SMI,Home,2,16,2017-09-30,11:00:00,"                 Norton, Mass. (Emerson Gymnasium)

",54,https://smithpioneers.com/boxscore.aspx?id=7441&path=wvball
"Smith
                                     ",       SMI,Home,3,17,2017-09-30,11:00:00,"                 Norton, Mass. (Emerson Gymnasium)

",54,https://smithpioneers.com/boxscore.aspx?id=7441&path=wvball
"Wheaton (Mass.)
                                       ",     WHEVB,Away,1,25,2017-09-30,11:00:00,"                 Norton, Mass. (Emerson Gymnasium)

",54,https://smithpioneers.com/boxscore.aspx?id=7441&path=wvball
"Wheaton (Mass.)
                                       ",     WHEVB,Away,2,25,2017-09-30,11:00:00,"                 Norton, Mass. (Emerson Gymnasium)

",54,https://smithpioneers.com/boxscore.aspx?id=7441&path=wvball
"Wheaton (Mass.)
                                       ",     WHEVB,Away,3,25,2017-09-30,11:00:00,"                 Norton, Mass. (Emerson Gymnasium)

",54,https://smithpioneers.com/boxscore.aspx?id=7441&path=wvball
"ENC
                                     ",       ENC,Home,1,25,2017-09-30,13:00:00,"                 Norton, Mass. (Emerson Gymnasium)

",54,https://smithpioneers.com/boxscore.aspx?id=7442&path=wvball
"ENC
                                     ",       ENC,Home,2,25,2017-09-30,13:00:00,"                 Norton, Mass. (Emerson Gymnasium)

",54,https://smithpioneers.com/boxscore.aspx?id=7442&path=wvball
"ENC
                                     ",       ENC,Home,3,10,2017-09-30,13:00:00,"                 Norton, Mass. (Emerson Gymnasium)

",54,https://smithpioneers.com/boxscore.aspx?id=7442&path=wvball
"ENC
                                     ",       ENC,Home,4,25,2017-09-30,13:00:00,"                 Norton, Mass. (Emerson Gymnasium)

",54,https://smithpioneers.com/boxscore.aspx?id=7442&path=wvball
"Smith
                                     ",       SMI,Away,1,20,2017-09-30,13:00:00,"                 Norton, Mass. (Emerson Gymnasium)

",54,https://smithpioneers.com/boxscore.aspx?id=7442&path=wvball
"Smith
                                     ",       SMI,Away,2,18,2017-09-30,13:00:00,"                 Norton, Mass. (Emerson Gymnasium)

",54,https://smithpioneers.com/boxscore.aspx?id=7442&path=wvball
"Smith
                                     ",       SMI,Away,3,25,2017-09-30,13:00:00,"                 Norton, Mass. (Emerson Gymnasium)

",54,https://smithpioneers.com/boxscore.aspx?id=7442&path=wvball
"Smith
                                     ",       SMI,Away,4,20,2017-09-30,13:00:00,"                 Norton, Mass. (Emerson Gymnasium)

",54,https://smithpioneers.com/boxscore.aspx?id=7442&path=wvball
"SPR
                                     ",       SPR,Home,1,25,2017-10-03,19:00:00,"                 Northampton, Mass. (Ainsworth Gymnasium)

",50,https://smithpioneers.com/boxscore.aspx?id=7443&path=wvball
"SPR
                                     ",       SPR,Home,2,25,2017-10-03,19:00:00,"                 Northampton, Mass. (Ainsworth Gymnasium)

",50,https://smithpioneers.com/boxscore.aspx?id=7443&path=wvball
"SPR
                                     ",       SPR,Home,3,25,2017-10-03,19:00:00,"                 Northampton, Mass. (Ainsworth Gymnasium)

",50,https://smithpioneers.com/boxscore.aspx?id=7443&path=wvball
"Smith
                                     ",       SMI,Away,1,13,2017-10-03,19:00:00,"                 Northampton, Mass. (Ainsworth Gymnasium)

",50,https://smithpioneers.com/boxscore.aspx?id=7443&path=wvball
"Smith
                                     ",       SMI,Away,2,13,2017-10-03,19:00:00,"                 Northampton, Mass. (Ainsworth Gymnasium)

",50,https://smithpioneers.com/boxscore.aspx?id=7443&path=wvball
"Smith
                                     ",       SMI,Away,3,18,2017-10-03,19:00:00,"                 Northampton, Mass. (Ainsworth Gymnasium)

",50,https://smithpioneers.com/boxscore.aspx?id=7443&path=wvball
"CLARKUNI
                                          ",  CLARKUNI,Home,1,25,2017-10-06,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",100,https://smithpioneers.com/boxscore.aspx?id=7456&path=wvball
"CLARKUNI
                                          ",  CLARKUNI,Home,2,25,2017-10-06,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",100,https://smithpioneers.com/boxscore.aspx?id=7456&path=wvball
"CLARKUNI
                                          ",  CLARKUNI,Home,3,25,2017-10-06,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",100,https://smithpioneers.com/boxscore.aspx?id=7456&path=wvball
"Smith
                                     ",       SMI,Away,1,20,2017-10-06,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",100,https://smithpioneers.com/boxscore.aspx?id=7456&path=wvball
"Smith
                                     ",       SMI,Away,2,22,2017-10-06,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",100,https://smithpioneers.com/boxscore.aspx?id=7456&path=wvball
"Smith
                                     ",       SMI,Away,3,21,2017-10-06,19:00:00,"                 Northampton, Mass. (Ainsworth Gym)

",100,https://smithpioneers.com/boxscore.aspx?id=7456&path=wvball
"EMEWVB
                                        ",    EMEWVB,Home,1,25,2017-10-10,19:15:00,"                 Northampton, Mass. (Ainsworth Gym)

",20,https://smithpioneers.com/boxscore.aspx?id=7448&path=wvball
"EMEWVB
                                        ",    EMEWVB,Home,2,25,2017-10-10,19:15:00,"                 Northampton, Mass. (Ainsworth Gym)

",20,https://smithpioneers.com/boxscore.aspx?id=7448&path=wvball
"EMEWVB
                                        ",    EMEWVB,Home,3,25,2017-10-10,19:15:00,"                 Northampton, Mass. (Ainsworth Gym)

",20,https://smithpioneers.com/boxscore.aspx?id=7448&path=wvball
"Smith
                                     ",       SMI,Away,1,16,2017-10-10,19:15:00,"                 Northampton, Mass. (Ainsworth Gym)

",20,https://smithpioneers.com/boxscore.aspx?id=7448&path=wvball
"Smith
                                     ",       SMI,Away,2,22,2017-10-10,19:15:00,"                 Northampton, Mass. (Ainsworth Gym)

",20,https://smithpioneers.com/boxscore.aspx?id=7448&path=wvball
"Smith
                                     ",       SMI,Away,3,10,2017-10-10,19:15:00,"                 Northampton, Mass. (Ainsworth Gym)

",20,https://smithpioneers.com/boxscore.aspx?id=7448&path=wvball
"Smith
                                     ",       SMI,Home,1,23,2017-10-12,18:00:00,"                 Chicopee, Mass. (Picknelly Arena)

",80,https://smithpioneers.com/boxscore.aspx?id=7459&path=wvball
"Smith
                                     ",       SMI,Home,2,24,2017-10-12,18:00:00,"                 Chicopee, Mass. (Picknelly Arena)

",80,https://smithpioneers.com/boxscore.aspx?id=7459&path=wvball
"Smith
                                     ",       SMI,Home,3,25,2017-10-12,18:00:00,"                 Chicopee, Mass. (Picknelly Arena)

",80,https://smithpioneers.com/boxscore.aspx?id=7459&path=wvball
"Smith
                                     ",       SMI,Home,4,25,2017-10-12,18:00:00,"                 Chicopee, Mass. (Picknelly Arena)

",80,https://smithpioneers.com/boxscore.aspx?id=7459&path=wvball
