School,Abbrev. Name,h_a,set,points,Date,Time,Site,Attendance,url
"St. Lawrence
                                     ",       SLU,Away,3,26,2013-09-06,16:00:00,"                 Canton, NY (Burkman Gym)

",110,https://saintsathletics.com/boxscore.aspx?id=3495&path=wvball
"St. Michael's
                                     ",       STM,Home,1,25,2013-09-06,18:15:00,"                 Canton, NY (Burkman Gym)

",120,https://saintsathletics.com/boxscore.aspx?id=3783&path=wvball
"St. Michael's
                                     ",       STM,Home,2,25,2013-09-06,18:15:00,"                 Canton, NY (Burkman Gym)

",120,https://saintsathletics.com/boxscore.aspx?id=3783&path=wvball
"St. Michael's
                                     ",       STM,Home,3,20,2013-09-06,18:15:00,"                 Canton, NY (Burkman Gym)

",120,https://saintsathletics.com/boxscore.aspx?id=3783&path=wvball
"St. Michael's
                                     ",       STM,Home,4,23,2013-09-06,18:15:00,"                 Canton, NY (Burkman Gym)

",120,https://saintsathletics.com/boxscore.aspx?id=3783&path=wvball
"St. Michael's
                                     ",       STM,Home,5,16,2013-09-06,18:15:00,"                 Canton, NY (Burkman Gym)

",120,https://saintsathletics.com/boxscore.aspx?id=3783&path=wvball
"St. Lawrence
                                     ",       SLU,Away,1,19,2013-09-06,18:15:00,"                 Canton, NY (Burkman Gym)

",120,https://saintsathletics.com/boxscore.aspx?id=3783&path=wvball
"St. Lawrence
                                     ",       SLU,Away,2,22,2013-09-06,18:15:00,"                 Canton, NY (Burkman Gym)

",120,https://saintsathletics.com/boxscore.aspx?id=3783&path=wvball
"St. Lawrence
                                     ",       SLU,Away,3,25,2013-09-06,18:15:00,"                 Canton, NY (Burkman Gym)

",120,https://saintsathletics.com/boxscore.aspx?id=3783&path=wvball
"St. Lawrence
                                     ",       SLU,Away,4,25,2013-09-06,18:15:00,"                 Canton, NY (Burkman Gym)

",120,https://saintsathletics.com/boxscore.aspx?id=3783&path=wvball
"St. Lawrence
                                     ",       SLU,Away,5,14,2013-09-06,18:15:00,"                 Canton, NY (Burkman Gym)

",120,https://saintsathletics.com/boxscore.aspx?id=3783&path=wvball
"Southern Vermont
                                        ",    SVCW13,Home,1,7,2013-09-07,15:00:00,"                 Canton, NY (Burkman Gym)

",70,https://saintsathletics.com/boxscore.aspx?id=3560&path=wvball
"Southern Vermont
                                        ",    SVCW13,Home,2,16,2013-09-07,15:00:00,"                 Canton, NY (Burkman Gym)

",70,https://saintsathletics.com/boxscore.aspx?id=3560&path=wvball
"Southern Vermont
                                        ",    SVCW13,Home,3,10,2013-09-07,15:00:00,"                 Canton, NY (Burkman Gym)

",70,https://saintsathletics.com/boxscore.aspx?id=3560&path=wvball
"St. Lawrence
                                     ",       SLU,Away,1,25,2013-09-07,15:00:00,"                 Canton, NY (Burkman Gym)

",70,https://saintsathletics.com/boxscore.aspx?id=3560&path=wvball
"St. Lawrence
                                     ",       SLU,Away,2,25,2013-09-07,15:00:00,"                 Canton, NY (Burkman Gym)

",70,https://saintsathletics.com/boxscore.aspx?id=3560&path=wvball
"St. Lawrence
                                     ",       SLU,Away,3,25,2013-09-07,15:00:00,"                 Canton, NY (Burkman Gym)

",70,https://saintsathletics.com/boxscore.aspx?id=3560&path=wvball
"St. Lawrence
                                     ",       SLU,Home,1,23,2013-09-13,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3578&path=wvball
"St. Lawrence
                                     ",       SLU,Home,2,15,2013-09-13,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3578&path=wvball
"St. Lawrence
                                     ",       SLU,Home,3,19,2013-09-13,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3578&path=wvball
"SITW
                                      ",      SITW,Away,1,25,2013-09-13,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3578&path=wvball
"SITW
                                      ",      SITW,Away,2,25,2013-09-13,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3578&path=wvball
"SITW
                                      ",      SITW,Away,3,25,2013-09-13,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3578&path=wvball
"UTICA
                                       ",     UTICA,Home,1,24,2013-09-13,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3562&path=wvball
"UTICA
                                       ",     UTICA,Home,2,18,2013-09-13,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3562&path=wvball
"UTICA
                                       ",     UTICA,Home,3,26,2013-09-13,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3562&path=wvball
"UTICA
                                       ",     UTICA,Home,4,10,2013-09-13,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3562&path=wvball
"St. Lawrence
                                     ",       SLU,Away,1,26,2013-09-13,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3562&path=wvball
"St. Lawrence
                                     ",       SLU,Away,2,25,2013-09-13,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3562&path=wvball
"St. Lawrence
                                     ",       SLU,Away,3,24,2013-09-13,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3562&path=wvball
"St. Lawrence
                                     ",       SLU,Away,4,25,2013-09-13,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3562&path=wvball
"St. Lawrence
                                     ",       SLU,Home,1,20,2013-09-14,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",79,https://saintsathletics.com/boxscore.aspx?id=3579&path=wvball
"St. Lawrence
                                     ",       SLU,Home,2,25,2013-09-14,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",79,https://saintsathletics.com/boxscore.aspx?id=3579&path=wvball
"St. Lawrence
                                     ",       SLU,Home,3,25,2013-09-14,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",79,https://saintsathletics.com/boxscore.aspx?id=3579&path=wvball
"St. Lawrence
                                     ",       SLU,Home,4,25,2013-09-14,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",79,https://saintsathletics.com/boxscore.aspx?id=3579&path=wvball
"St. Lawrence
                                     ",       SLU,Home,5,17,2013-09-14,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",79,https://saintsathletics.com/boxscore.aspx?id=3579&path=wvball
"Oswego State
                                        ",    OSVB13,Away,1,25,2013-09-14,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",79,https://saintsathletics.com/boxscore.aspx?id=3579&path=wvball
"Oswego State
                                        ",    OSVB13,Away,2,27,2013-09-14,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",79,https://saintsathletics.com/boxscore.aspx?id=3579&path=wvball
"Oswego State
                                        ",    OSVB13,Away,3,17,2013-09-14,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",79,https://saintsathletics.com/boxscore.aspx?id=3579&path=wvball
"Oswego State
                                        ",    OSVB13,Away,4,21,2013-09-14,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",79,https://saintsathletics.com/boxscore.aspx?id=3579&path=wvball
"Oswego State
                                        ",    OSVB13,Away,5,15,2013-09-14,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",79,https://saintsathletics.com/boxscore.aspx?id=3579&path=wvball
"St. Lawrence
                                     ",       SLU,Home,1,25,2013-09-14,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3563&path=wvball
"St. Lawrence
                                     ",       SLU,Home,2,25,2013-09-14,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3563&path=wvball
"St. Lawrence
                                     ",       SLU,Home,3,25,2013-09-14,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3563&path=wvball
"Wells
                                      ",      WELW,Away,1,9,2013-09-14,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3563&path=wvball
"Wells
                                      ",      WELW,Away,2,7,2013-09-14,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3563&path=wvball
"Wells
                                      ",      WELW,Away,3,13,2013-09-14,NA,"                 Oswego, NY (Max Ziel Gymnasium)

",0,https://saintsathletics.com/boxscore.aspx?id=3563&path=wvball
"St. Lawrence
                                     ",       SLU,Home,1,23,2013-09-21,NA,"                 Potsdam, N.Y. (Maxcy Field House)

",132,https://saintsathletics.com/boxscore.aspx?id=3580&path=wvball
"St. Lawrence
                                     ",       SLU,Home,2,26,2013-09-21,NA,"                 Potsdam, N.Y. (Maxcy Field House)

",132,https://saintsathletics.com/boxscore.aspx?id=3580&path=wvball
"St. Lawrence
                                     ",       SLU,Home,3,25,2013-09-21,NA,"                 Potsdam, N.Y. (Maxcy Field House)

",132,https://saintsathletics.com/boxscore.aspx?id=3580&path=wvball
"St. Lawrence
                                     ",       SLU,Home,4,25,2013-09-21,NA,"                 Potsdam, N.Y. (Maxcy Field House)

",132,https://saintsathletics.com/boxscore.aspx?id=3580&path=wvball
"SUNY Potsdam
                                         ",   POTVB13,Away,1,25,2013-09-21,NA,"                 Potsdam, N.Y. (Maxcy Field House)

",132,https://saintsathletics.com/boxscore.aspx?id=3580&path=wvball
"SUNY Potsdam
                                         ",   POTVB13,Away,2,24,2013-09-21,NA,"                 Potsdam, N.Y. (Maxcy Field House)

",132,https://saintsathletics.com/boxscore.aspx?id=3580&path=wvball
"SUNY Potsdam
                                         ",   POTVB13,Away,3,20,2013-09-21,NA,"                 Potsdam, N.Y. (Maxcy Field House)

",132,https://saintsathletics.com/boxscore.aspx?id=3580&path=wvball
"SUNY Potsdam
                                         ",   POTVB13,Away,4,15,2013-09-21,NA,"                 Potsdam, N.Y. (Maxcy Field House)

",132,https://saintsathletics.com/boxscore.aspx?id=3580&path=wvball
"Clarkson
                                    ",        CU,Home,1,25,2013-09-25,19:00:00,"                 Canton, NY (Burkman Gym)

",212,https://saintsathletics.com/boxscore.aspx?id=3499&path=wvball
"Clarkson
                                    ",        CU,Home,2,25,2013-09-25,19:00:00,"                 Canton, NY (Burkman Gym)

",212,https://saintsathletics.com/boxscore.aspx?id=3499&path=wvball
"Clarkson
                                    ",        CU,Home,3,27,2013-09-25,19:00:00,"                 Canton, NY (Burkman Gym)

",212,https://saintsathletics.com/boxscore.aspx?id=3499&path=wvball
"St. Lawrence
                                     ",       SLU,Away,1,8,2013-09-25,19:00:00,"                 Canton, NY (Burkman Gym)

",212,https://saintsathletics.com/boxscore.aspx?id=3499&path=wvball
"St. Lawrence
                                     ",       SLU,Away,2,15,2013-09-25,19:00:00,"                 Canton, NY (Burkman Gym)

",212,https://saintsathletics.com/boxscore.aspx?id=3499&path=wvball
"St. Lawrence
                                     ",       SLU,Away,3,25,2013-09-25,19:00:00,"                 Canton, NY (Burkman Gym)

",212,https://saintsathletics.com/boxscore.aspx?id=3499&path=wvball
"RIT
                                     ",       RIT,Home,1,7,2013-09-27,17:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",70,https://saintsathletics.com/boxscore.aspx?id=3501&path=wvball
"RIT
                                     ",       RIT,Home,2,10,2013-09-27,17:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",70,https://saintsathletics.com/boxscore.aspx?id=3501&path=wvball
"RIT
                                     ",       RIT,Home,3,16,2013-09-27,17:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",70,https://saintsathletics.com/boxscore.aspx?id=3501&path=wvball
"St. Lawrence
                                     ",       SLU,Away,1,25,2013-09-27,17:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",70,https://saintsathletics.com/boxscore.aspx?id=3501&path=wvball
"St. Lawrence
                                     ",       SLU,Away,2,25,2013-09-27,17:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",70,https://saintsathletics.com/boxscore.aspx?id=3501&path=wvball
"St. Lawrence
                                     ",       SLU,Away,3,25,2013-09-27,17:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",70,https://saintsathletics.com/boxscore.aspx?id=3501&path=wvball
"Vassar
                                        ",    VASSAR,Home,1,23,2013-09-28,12:00:00,"                 Canton, NY (Burkman Gymnasium)

",155,https://saintsathletics.com/boxscore.aspx?id=3502&path=wvball
"Vassar
                                        ",    VASSAR,Home,2,25,2013-09-28,12:00:00,"                 Canton, NY (Burkman Gymnasium)

",155,https://saintsathletics.com/boxscore.aspx?id=3502&path=wvball
"Vassar
                                        ",    VASSAR,Home,3,25,2013-09-28,12:00:00,"                 Canton, NY (Burkman Gymnasium)

",155,https://saintsathletics.com/boxscore.aspx?id=3502&path=wvball
"Vassar
                                        ",    VASSAR,Home,4,21,2013-09-28,12:00:00,"                 Canton, NY (Burkman Gymnasium)

",155,https://saintsathletics.com/boxscore.aspx?id=3502&path=wvball
"St. Lawrence
                                     ",       SLU,Away,1,25,2013-09-28,12:00:00,"                 Canton, NY (Burkman Gymnasium)

",155,https://saintsathletics.com/boxscore.aspx?id=3502&path=wvball
"St. Lawrence
                                     ",       SLU,Away,2,27,2013-09-28,12:00:00,"                 Canton, NY (Burkman Gymnasium)

",155,https://saintsathletics.com/boxscore.aspx?id=3502&path=wvball
"St. Lawrence
                                     ",       SLU,Away,3,19,2013-09-28,12:00:00,"                 Canton, NY (Burkman Gymnasium)

",155,https://saintsathletics.com/boxscore.aspx?id=3502&path=wvball
"St. Lawrence
                                     ",       SLU,Away,4,25,2013-09-28,12:00:00,"                 Canton, NY (Burkman Gymnasium)

",155,https://saintsathletics.com/boxscore.aspx?id=3502&path=wvball
"Bard
                                      ",      BARD,Home,1,11,2013-09-28,14:30:00,"                 Canton, NY (Burkman Gymnasium)

",115,https://saintsathletics.com/boxscore.aspx?id=3503&path=wvball
"Bard
                                      ",      BARD,Home,2,16,2013-09-28,14:30:00,"                 Canton, NY (Burkman Gymnasium)

",115,https://saintsathletics.com/boxscore.aspx?id=3503&path=wvball
"Bard
                                      ",      BARD,Home,3,10,2013-09-28,14:30:00,"                 Canton, NY (Burkman Gymnasium)

",115,https://saintsathletics.com/boxscore.aspx?id=3503&path=wvball
"St. Lawrence
                                     ",       SLU,Away,1,25,2013-09-28,14:30:00,"                 Canton, NY (Burkman Gymnasium)

",115,https://saintsathletics.com/boxscore.aspx?id=3503&path=wvball
"St. Lawrence
                                     ",       SLU,Away,2,25,2013-09-28,14:30:00,"                 Canton, NY (Burkman Gymnasium)

",115,https://saintsathletics.com/boxscore.aspx?id=3503&path=wvball
"St. Lawrence
                                     ",       SLU,Away,3,25,2013-09-28,14:30:00,"                 Canton, NY (Burkman Gymnasium)

",115,https://saintsathletics.com/boxscore.aspx?id=3503&path=wvball
"St. Lawrence
                                     ",       SLU,Home,1,25,2013-10-04,18:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://saintsathletics.com/boxscore.aspx?id=3504&path=wvball
"St. Lawrence
                                     ",       SLU,Home,2,24,2013-10-04,18:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://saintsathletics.com/boxscore.aspx?id=3504&path=wvball
"St. Lawrence
                                     ",       SLU,Home,3,25,2013-10-04,18:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://saintsathletics.com/boxscore.aspx?id=3504&path=wvball
"St. Lawrence
                                     ",       SLU,Home,4,25,2013-10-04,18:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://saintsathletics.com/boxscore.aspx?id=3504&path=wvball
"Union
                                    ",        UC,Away,1,20,2013-10-04,18:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://saintsathletics.com/boxscore.aspx?id=3504&path=wvball
"Union
                                    ",        UC,Away,2,26,2013-10-04,18:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://saintsathletics.com/boxscore.aspx?id=3504&path=wvball
"Union
                                    ",        UC,Away,3,18,2013-10-04,18:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://saintsathletics.com/boxscore.aspx?id=3504&path=wvball
"Union
                                    ",        UC,Away,4,18,2013-10-04,18:00:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://saintsathletics.com/boxscore.aspx?id=3504&path=wvball
"St. Lawrence
                                     ",       SLU,Home,1,25,2013-10-04,20:35:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://saintsathletics.com/boxscore.aspx?id=3479&path=wvball
"St. Lawrence
                                     ",       SLU,Home,2,25,2013-10-04,20:35:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://saintsathletics.com/boxscore.aspx?id=3479&path=wvball
"St. Lawrence
                                     ",       SLU,Home,3,25,2013-10-04,20:35:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://saintsathletics.com/boxscore.aspx?id=3479&path=wvball
"Bard College
                                      ",      BARD,Away,1,8,2013-10-04,20:35:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://saintsathletics.com/boxscore.aspx?id=3479&path=wvball
"Bard College
                                      ",      BARD,Away,2,9,2013-10-04,20:35:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://saintsathletics.com/boxscore.aspx?id=3479&path=wvball
"Bard College
                                      ",      BARD,Away,3,11,2013-10-04,20:35:00,"                 Annandale, N.Y. (Stevenson Gymnasium)

",100,https://saintsathletics.com/boxscore.aspx?id=3479&path=wvball
"Skidmore College
                                          ",  SKIDMORE,Home,1,25,2013-10-05,NA,"                 Poughkeepsie, NY (AFC)

",55,https://saintsathletics.com/boxscore.aspx?id=3480&path=wvball
"Skidmore College
                                          ",  SKIDMORE,Home,2,24,2013-10-05,NA,"                 Poughkeepsie, NY (AFC)

",55,https://saintsathletics.com/boxscore.aspx?id=3480&path=wvball
"Skidmore College
                                          ",  SKIDMORE,Home,3,23,2013-10-05,NA,"                 Poughkeepsie, NY (AFC)

",55,https://saintsathletics.com/boxscore.aspx?id=3480&path=wvball
"Skidmore College
                                          ",  SKIDMORE,Home,4,24,2013-10-05,NA,"                 Poughkeepsie, NY (AFC)

",55,https://saintsathletics.com/boxscore.aspx?id=3480&path=wvball
"St. Lawrence
                                     ",       SLU,Away,1,19,2013-10-05,NA,"                 Poughkeepsie, NY (AFC)

",55,https://saintsathletics.com/boxscore.aspx?id=3480&path=wvball
"St. Lawrence
                                     ",       SLU,Away,2,26,2013-10-05,NA,"                 Poughkeepsie, NY (AFC)

",55,https://saintsathletics.com/boxscore.aspx?id=3480&path=wvball
"St. Lawrence
                                     ",       SLU,Away,3,25,2013-10-05,NA,"                 Poughkeepsie, NY (AFC)

",55,https://saintsathletics.com/boxscore.aspx?id=3480&path=wvball
"St. Lawrence
                                     ",       SLU,Away,4,26,2013-10-05,NA,"                 Poughkeepsie, NY (AFC)

",55,https://saintsathletics.com/boxscore.aspx?id=3480&path=wvball
"St. Lawrence
                                     ",       SLU,Home,1,21,2013-10-05,14:25:00,"                 Poughkeepsie, NY (AFC)

",88,https://saintsathletics.com/boxscore.aspx?id=3481&path=wvball
"St. Lawrence
                                     ",       SLU,Home,2,16,2013-10-05,14:25:00,"                 Poughkeepsie, NY (AFC)

",88,https://saintsathletics.com/boxscore.aspx?id=3481&path=wvball
"St. Lawrence
                                     ",       SLU,Home,3,18,2013-10-05,14:25:00,"                 Poughkeepsie, NY (AFC)

",88,https://saintsathletics.com/boxscore.aspx?id=3481&path=wvball
"Vassar College
                                        ",    VASSAR,Away,1,25,2013-10-05,14:25:00,"                 Poughkeepsie, NY (AFC)

",88,https://saintsathletics.com/boxscore.aspx?id=3481&path=wvball
"Vassar College
                                        ",    VASSAR,Away,2,25,2013-10-05,14:25:00,"                 Poughkeepsie, NY (AFC)

",88,https://saintsathletics.com/boxscore.aspx?id=3481&path=wvball
"Vassar College
                                        ",    VASSAR,Away,3,25,2013-10-05,14:25:00,"                 Poughkeepsie, NY (AFC)

",88,https://saintsathletics.com/boxscore.aspx?id=3481&path=wvball
"St. Lawrence
                                     ",       SLU,Home,1,25,2013-10-08,19:00:00,"                 Plattsburgh, N.Y. (Memorial Hall)

",87,https://saintsathletics.com/boxscore.aspx?id=3582&path=wvball
"St. Lawrence
                                     ",       SLU,Home,2,15,2013-10-08,19:00:00,"                 Plattsburgh, N.Y. (Memorial Hall)

",87,https://saintsathletics.com/boxscore.aspx?id=3582&path=wvball
"St. Lawrence
                                     ",       SLU,Home,3,24,2013-10-08,19:00:00,"                 Plattsburgh, N.Y. (Memorial Hall)

",87,https://saintsathletics.com/boxscore.aspx?id=3582&path=wvball
"St. Lawrence
                                     ",       SLU,Home,4,25,2013-10-08,19:00:00,"                 Plattsburgh, N.Y. (Memorial Hall)

",87,https://saintsathletics.com/boxscore.aspx?id=3582&path=wvball
"St. Lawrence
                                     ",       SLU,Home,5,15,2013-10-08,19:00:00,"                 Plattsburgh, N.Y. (Memorial Hall)

",87,https://saintsathletics.com/boxscore.aspx?id=3582&path=wvball
"Plattsburgh State
                                          ",  PLATVB13,Away,1,16,2013-10-08,19:00:00,"                 Plattsburgh, N.Y. (Memorial Hall)

",87,https://saintsathletics.com/boxscore.aspx?id=3582&path=wvball
"Plattsburgh State
                                          ",  PLATVB13,Away,2,25,2013-10-08,19:00:00,"                 Plattsburgh, N.Y. (Memorial Hall)

",87,https://saintsathletics.com/boxscore.aspx?id=3582&path=wvball
"Plattsburgh State
                                          ",  PLATVB13,Away,3,26,2013-10-08,19:00:00,"                 Plattsburgh, N.Y. (Memorial Hall)

",87,https://saintsathletics.com/boxscore.aspx?id=3582&path=wvball
"Plattsburgh State
                                          ",  PLATVB13,Away,4,19,2013-10-08,19:00:00,"                 Plattsburgh, N.Y. (Memorial Hall)

",87,https://saintsathletics.com/boxscore.aspx?id=3582&path=wvball
"Plattsburgh State
                                          ",  PLATVB13,Away,5,10,2013-10-08,19:00:00,"                 Plattsburgh, N.Y. (Memorial Hall)

",87,https://saintsathletics.com/boxscore.aspx?id=3582&path=wvball
"St. Lawrence
                                     ",       SLU,Home,1,25,2013-10-18,17:00:00,"                 Wilkes-Barre, Pa. (Scandlon Gymnasium)

",93,https://saintsathletics.com/boxscore.aspx?id=3494&path=wvball
"St. Lawrence
                                     ",       SLU,Home,2,25,2013-10-18,17:00:00,"                 Wilkes-Barre, Pa. (Scandlon Gymnasium)

",93,https://saintsathletics.com/boxscore.aspx?id=3494&path=wvball
"St. Lawrence
                                     ",       SLU,Home,3,25,2013-10-18,17:00:00,"                 Wilkes-Barre, Pa. (Scandlon Gymnasium)

",93,https://saintsathletics.com/boxscore.aspx?id=3494&path=wvball
"King's
                                         ",   KINGSVB,Away,1,4,2013-10-18,17:00:00,"                 Wilkes-Barre, Pa. (Scandlon Gymnasium)

",93,https://saintsathletics.com/boxscore.aspx?id=3494&path=wvball
"King's
                                         ",   KINGSVB,Away,2,10,2013-10-18,17:00:00,"                 Wilkes-Barre, Pa. (Scandlon Gymnasium)

",93,https://saintsathletics.com/boxscore.aspx?id=3494&path=wvball
"King's
                                         ",   KINGSVB,Away,3,17,2013-10-18,17:00:00,"                 Wilkes-Barre, Pa. (Scandlon Gymnasium)

",93,https://saintsathletics.com/boxscore.aspx?id=3494&path=wvball
"St. Lawrence
                                     ",       SLU,Home,1,14,2013-10-19,02:30:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3492&path=wvball
"St. Lawrence
                                     ",       SLU,Home,2,25,2013-10-19,02:30:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3492&path=wvball
"St. Lawrence
                                     ",       SLU,Home,3,20,2013-10-19,02:30:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3492&path=wvball
"St. Lawrence
                                     ",       SLU,Home,4,25,2013-10-19,02:30:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3492&path=wvball
"St. Lawrence
                                     ",       SLU,Home,5,12,2013-10-19,02:30:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3492&path=wvball
"Gettysburg
                                    ",        GC,Away,1,25,2013-10-19,02:30:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3492&path=wvball
"Gettysburg
                                    ",        GC,Away,2,18,2013-10-19,02:30:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3492&path=wvball
"Gettysburg
                                    ",        GC,Away,3,25,2013-10-19,02:30:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3492&path=wvball
"Gettysburg
                                    ",        GC,Away,4,19,2013-10-19,02:30:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3492&path=wvball
"Gettysburg
                                    ",        GC,Away,5,15,2013-10-19,02:30:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3492&path=wvball
"St. Lawrence
                                     ",       SLU,Home,1,25,2013-10-19,05:00:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3493&path=wvball
"St. Lawrence
                                     ",       SLU,Home,2,19,2013-10-19,05:00:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3493&path=wvball
"St. Lawrence
                                     ",       SLU,Home,3,14,2013-10-19,05:00:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3493&path=wvball
"St. Lawrence
                                     ",       SLU,Home,4,25,2013-10-19,05:00:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3493&path=wvball
"St. Lawrence
                                     ",       SLU,Home,5,15,2013-10-19,05:00:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3493&path=wvball
"Muhlenberg
                                      ",      MUHL,Away,1,22,2013-10-19,05:00:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3493&path=wvball
"Muhlenberg
                                      ",      MUHL,Away,2,25,2013-10-19,05:00:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3493&path=wvball
"Muhlenberg
                                      ",      MUHL,Away,3,25,2013-10-19,05:00:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3493&path=wvball
"Muhlenberg
                                      ",      MUHL,Away,4,22,2013-10-19,05:00:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3493&path=wvball
"Muhlenberg
                                      ",      MUHL,Away,5,10,2013-10-19,05:00:00,"                 Allentown, Pa. (Memorial Hall)

",75,https://saintsathletics.com/boxscore.aspx?id=3493&path=wvball
"St. Lawrence
                                     ",       SLU,Home,1,13,2013-10-22,19:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",190,https://saintsathletics.com/boxscore.aspx?id=3500&path=wvball
"St. Lawrence
                                     ",       SLU,Home,2,21,2013-10-22,19:00:00,"                 Potsdam, NY (Alumni Gymnasium)

",190,https://saintsathletics.com/boxscore.aspx?id=3500&path=wvball
